"","Age","Gender","Country","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"791",29,"M","United Kingdom","No","No","No","Rarely","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Don't know","Yes"
"792",33,"M","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"793",37,"F","United States","No","No","Yes","Often","6-25","Yes","Yes","Don't know","Not sure","No","No","Yes","Somewhat difficult","Yes","No","Some of them","Some of them","No","Yes","No","Yes"
"794",35,"F","United States","No","No","Yes","Sometimes","100-500","No","No","Yes","No","No","No","Yes","Very difficult","Yes","Maybe","No","Some of them","No","Yes","No","Yes"
"795",22,"F","United States","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes"
"796",38,"M","United States","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","No","Yes"
"797",32,"F","United States","No","Yes","Yes","Often","100-500","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Yes","No","No","Don't know","No"
"798",28,"M","Brazil","No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","No","Yes"
"799",27,"M","Switzerland","No","Yes","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Yes","No","No"
"800",35,"F","United States","No","No","Yes","Sometimes","100-500","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","Maybe","No","Some of them","No","No","Maybe","Yes","No"
"801",29,"M","United States","No","No","No","Never","100-500","No","No","Yes","Yes","Yes","No","Yes","Very easy","Yes","Maybe","Yes","Yes","No","Maybe","Don't know","No"
"802",23,"M","United States","No","Yes","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"803",39,"M","United States","No","No","No",NA,"26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
"804",30,"F","United States","No","No","No",NA,"More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","No","No","No","Yes","No"
"805",32,"M","United Kingdom","No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"806",28,"F","United States","No","No","Yes","Sometimes","26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes"
"807",40,"F","United States","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","Yes"
"808",36,"F","United States","No","Yes","No",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","No","Some of them","No","Maybe","Yes","No"
"809",27,"M","United States","No","No","No",NA,"26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"810",41,"M","United States","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"811",29,"M","United Kingdom","No","No","No","Never","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"812",29,"M","United Kingdom","No","No","Yes","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","Maybe","No","No"
"813",35,"M","United States","No","No","Yes","Often","1-5","No","No","No","No","No","No","Yes","Very difficult","Yes","No","Some of them","Some of them","No","Yes","No","Yes"
"814",28,"M","United States","No","No","Yes","Never","6-25","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"815",36,"F","United Kingdom","Yes","No","No","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"816",39,"F","United States","No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No"
"817",39,"M","United States","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"818",44,"M","United States","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","No","Very easy","Yes","Yes","Some of them","No","No","No","Yes","No"
"820",35,"M","Denmark","Yes","Yes","Yes","Often","1-5","No","Yes","No","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Yes","Yes","No"
"821",40,"F","United States","No","Yes","Yes","Sometimes","100-500","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"822",35,"M","Denmark","Yes","Yes","Yes","Often","1-5","No","Yes","No","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Yes","Yes","No"
"823",38,"M","United States","No","No","No","Never","More than 1000","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","No","Don't know","No"
"824",34,"M","United States","No","No","No",NA,"More than 1000","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No"
"825",43,"M","United States","No","No","No",NA,"More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"826",48,"F","United States","No","Yes","No","Often","26-100","No","Yes","Don't know","No","No","No","No","Very difficult","Yes","Yes","No","Some of them","No","No","No","Yes"
"827",20,"M","United States","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"828",40,"M","United States","Yes","No","No","Sometimes","1-5","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"829",29,"F","United Kingdom","No","No","Yes","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"830",35,"M","United States","No","Yes","Yes","Sometimes","1-5","No","No","No","Yes","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"831",29,"M","United States","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","Maybe","No","Some of them","No","No","No","Yes","No"
"832",40,"M","United States","No","No","No","Never","100-500","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"833",29,"M","Sweden","No","No","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
"834",29,"F","United States","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","Not sure","Don't know","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No"
"835",34,"M","United States","No","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No"
"836",44,"M","United Kingdom","No","Yes","Yes","Sometimes","500-1000","No","No","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","No","Yes"
"837",24,"F","United States","No","Yes","Yes","Often","6-25","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Yes","No","Yes"
"838",47,"F","United States","No","No","No",NA,"100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Very difficult","Yes","Yes","No","No","No","No","No","No"
"839",43,"M","United Kingdom","No","Yes","No",NA,"More than 1000","No","No","Don't know","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"840",36,"M","United States","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Some of them","Yes","No","No","No","No"
"841",43,"M","United States","No","No","Yes","Sometimes","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"842",36,"M","United Kingdom","Yes","No","No","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Don't know","Yes"
"843",31,"F","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","Don't know","No"
"844",35,"M","United States","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"845",33,"M","United States","No","Yes","No",NA,"26-100","No","No","Yes","No","No","No","Yes","Somewhat difficult","No","No","Some of them","Some of them","No","No","Don't know","No"
"846",37,"M","Italy","No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No"
"847",34,"M","United States","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","No","Yes","Don't know","Yes","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"848",36,"M","Netherlands","Yes","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","No","No","No","Yes","No"
"849",40,"M","United States","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"850",40,"M","United States","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No"
"851",42,"M","United States","No","No","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","Maybe","Don't know","No"
"852",23,"M","United States","No","Yes","No",NA,"26-100","Yes","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Maybe","No","No","Some of them","No","No","Don't know","No"
"853",21,"M","United Kingdom","No","Yes","No","Never","6-25","No","No","No","No","No","No","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"854",26,"M","Canada","No","No","No","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","Don't know","No"
"855",31,"M","United States","No","Yes","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"856",25,"M","United States","No","Yes","No",NA,"More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No"
"857",51,"M","United States","No","No","No","Never","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"858",24,"M","United States","No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","Don't know","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"859",33,"M","United States","No","No","No",NA,"100-500","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","No","No"
"860",32,"M","United Kingdom","No","Yes","Yes","Rarely","6-25","No","No","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","No","No","No"
"861",32,"M","United Kingdom","No","Yes","Yes","Rarely","6-25","No","No","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","No","No","No"
"862",26,"M","United Kingdom","Yes","No","Yes","Rarely","1-5","Yes","Yes","No","Not sure","Don't know","Don't know","Don't know","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"863",23,"M","United States","No","No","No","Never","100-500","No","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"864",33,"M","United States","No","Yes","Yes","Often","6-25","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","Yes","No","Maybe","No","No"
"865",46,"M","United States","No","No","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","Maybe","Yes","No"
"866",34,"M","United Kingdom","No","No","No",NA,"6-25","Yes","Yes","No","No","No","No","No","Somewhat difficult","Yes","Maybe","No","No","No","Yes","No","Yes"
"867",35,"M","United States","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"868",39,"M","United States","No","No","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","No","No"
"869",32,"M","Germany","Yes","No","No","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","No","No"
"870",43,"M","Mexico","Yes","No","No",NA,"More than 1000","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"871",56,"M","United States","No","No","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"872",32,"F","United Kingdom","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Yes","Don't know","Yes"
"873",41,"M","United Kingdom","No","No","No",NA,"26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","Yes","No","Yes"
"874",39,"M","United States","No","No","No",NA,"More than 1000","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"875",37,"M","United States","No","Yes","No",NA,"500-1000","No","No","Yes","Yes","No","No","Yes","Very easy","Maybe","No","No","No","No","No","No","No"
